Unique ID;Author's Sample Name;Latitude;Longitude;pH;Referenced Data;Ia;Ib;Ic;IIa_5me;IIa_6me;IIb_5me;IIb_6me;IIc_5me;IIc_6me;IIIa_5me;IIIa_6me;IIIb_5me;IIIb_6me;IIIc_5me;IIIc_6me;Sample type
Soil-56;China-MG2160;29.6;102.1;7.9;De Jonge et al., 2014;0.21673004;0.1134981;0.02661597;0.13574144;0.20342205;0.05665399;0.07604563;0.01039924;0.00539924;0.04809886;0.08669202;0.00505703;0.01019011;0.0013251;0.00488593;Soil
Soil-57;China-MG2220;29.6;102.1;6.6;De Jonge et al., 2014;0.29488575;0.06147987;0.01566921;0.24591948;0.16866159;0.02796518;0.03492927;0.00730141;0.00232862;0.06300326;0.06789989;0.00232862;0.00400435;0.00093254;0.00230686;Soil
Soil-58;China-MG2300;29.6;102.1;6.7;De Jonge et al., 2014;0.36928105;0.04052288;0.00784314;0.27941176;0.12614379;0.01147059;0.01754902;0.00226471;0.00131046;0.08169935;0.05686275;0.00149673;0.00252288;0.00042157;0.00078758;Soil
Soil-59;China-MG2350;29.6;102.1;6.9;De Jonge et al., 2014;0.28848642;0.06765847;0.01513583;0.20051746;0.1759379;0.03156533;0.0530401;0.00730918;0.00419146;0.0538163;0.08758085;0.00397154;0.00783959;0.00099483;0.00310479;Soil
Soil-60;China-MG2420;29.6;102;7.2;De Jonge et al., 2014;0.2212766;0.0537234;0.01180851;0.22446809;0.15319149;0.03952128;0.04914894;0.00574468;0.00357447;0.09521277;0.12234043;0.00519149;0.01164894;0.00184574;0.00265957;Soil
Soil-61;China-MG2470;29.6;102;7.9;De Jonge et al., 2014;0.19607843;0.05823529;0.01392157;0.1627451;0.22352941;0.03627451;0.06601307;0.00660131;0.00533987;0.06359477;0.14575163;0.00400654;0.01320261;0.00195425;0.00330719;Soil
Soil-62;China-MG2540;29.6;102;7.8;De Jonge et al., 2014;0.15719626;0.07700935;0.01428037;0.11327103;0.16411215;0.07607477;0.10934579;0.01179439;0.01383178;0.06915888;0.14168224;0.01056075;0.02934579;0.00454206;0.00697196;Soil
Soil-63;China-MG2620;29.6;102;6.5;De Jonge et al., 2014;0.23291492;0.08940028;0.02552301;0.18549512;0.14783821;0.06415621;0.05313808;0.01365411;0.00506276;0.07866109;0.07670851;0.00658298;0.01228731;0.00376569;0.00492329;Soil
Soil-64;China-MG2742;29.6;102;4.4;De Jonge et al., 2014;0.63522013;0.02503145;0.01232704;0.26855346;0.00830189;0.0081761;0.00047296;0.00565409;0;0.02930818;0.00253459;0.00154717;0;0;0;Soil
Soil-65;China-MG2764;29.6;102;5.9;De Jonge et al., 2014;0.40104167;0.03140625;0.010625;0.37604167;0.0465625;0.01302083;0.00332292;0.00713542;0;0.09635417;0.01197917;0;0;0;0;Soil
Soil-66;China-MG2808;29.6;102;5;De Jonge et al., 2014;0.53367876;0.02875648;0.01176166;0.31088083;0.0246114;0.01313472;0.00189378;0.00658031;0;0.05518135;0.01020725;0.00038342;0.00180311;0;0;Soil
Soil-67;China-MG2920;29.6;102;5.2;De Jonge et al., 2014;0.42321429;0.02517857;0.00507143;0.42232143;0.07616071;0.01053571;0.00405357;0.00442857;0;0;0.02517857;0.00066339;0.001375;0;0;Soil
Soil-68;China-MG2960;29.6;102;7.2;De Jonge et al., 2014;0.24141414;0.06666667;0.03808081;0.23131313;0.14545455;0.05757576;0.03257576;0.0159596;0.00243939;0.0959596;0.06161616;0.00288889;0.00666667;0.00082323;0.00233838;Soil
Soil-69;China-MG3049;29.6;102;4.5;De Jonge et al., 2014;0.45592105;0.01631579;0.00498684;0.41644737;0;0.00986842;0;0.00520395;0;0.08421053;0.00350658;0.00224342;0;0.00046842;0;Soil
Soil-70;China-MG3065;29.6;102;6.4;De Jonge et al., 2014;0.28223684;0.01875;0.00286184;0.36052632;0.07828947;0.01756579;0.02335526;0.00392105;0.00090789;0.15;0.05072368;0.00213816;0.00449342;0.00059408;0.00094737;Soil
Soil-71;China-MG3119;29.6;102;5.6;De Jonge et al., 2014;0.37354497;0.01904762;0.00331746;0.4026455;0.05074074;0.0115873;0.00566138;0.00582011;0;0.12116402;0.00582011;0.00080423;0.00047513;0;0;Soil
Soil-72;China-MG3140;29.6;102;4.9;De Jonge et al., 2014;0.56540084;0.01582278;0.00372152;0.34050633;0.0142616;0.00628692;0.00082278;0.0023038;0;0.04172996;0.00628692;0.0013038;0;0.00059072;0;Soil
Soil-73;China-MG3145;29.6;102;7.3;De Jonge et al., 2014;0.1860241;0.02795181;0.00551807;0.25301205;0.11927711;0.05277108;0.04650602;0.00812048;0.00431325;0.14506024;0.12554217;0.00573494;0.01281928;0.00165542;0.00657831;Soil
Soil-74;China-MG3188;29.6;102;5.3;De Jonge et al., 2014;0.40681818;0.02009091;0.00292727;0.39909091;0.01968182;0.01;0.00080909;0.00333636;0;0.12818182;0.00327727;0.00243636;0.00042364;0.00080455;0;Soil
Soil-75;China-MG3209;29.6;102;5;De Jonge et al., 2014;0.31311707;0.01593794;0.00362482;0.37376587;0.03497884;0.00784203;0.00152327;0.00252468;0;0.23554302;0.00698166;0.00301834;0.00111848;0;0;Soil
Soil-76;China-MG3676;29.6;102;6.6;De Jonge et al., 2014;0.3474359;0.01371795;0.00310256;0.31410256;0.10179487;0.01233333;0.00403846;0.00275641;0;0.17564103;0.02589744;0;0;0;0;Soil
Soil-77;China-MG3769;29.6;102;6.3;De Jonge et al., 2014;0.36160714;0.01392857;0.00272321;0.39642857;0.04133929;0.00683929;0.00141071;0.00272321;0;0.15803571;0.01053571;0;0;0;0;Soil
Soil-78;China-MG3819;29.6;102;5;De Jonge et al., 2014;0.36416185;0.01803468;0.00340462;0.39768786;0.02786127;0.00791908;0.00135838;0.00350867;0;0.16705202;0.00635838;0.00117341;0.00054624;0;0;Soil
Soil-79;ChinaP609;32.43;83.22;8.2;Crampton-Flood et al., 2020;0.04690538;0.01659948;0;0.03931705;0.2485179;0.03068532;0.05454114;0;0;0.06544937;0.49798435;0;0;0;0;Soil
Soil-80;ChinaP622;31.75;86.8;8.2;Crampton-Flood et al., 2020;0.04908836;0.03780718;0;0.02646503;0.29757912;0.04024636;0.13781328;0;0;0.04207574;0.36892493;0;0;0;0;Soil
Soil-81;ChinaP635;31.51;89.15;8.3;Crampton-Flood et al., 2020;0.07627033;0.05071219;0;0.05384382;0.30609152;0.09162542;0.13738761;0;0;0.06283463;0.22123447;0;0;0;0;Soil
Soil-82;ChinaP642;31.39;90.24;8.1;Crampton-Flood et al., 2020;0.05982513;0.04435113;0;0.02657616;0.27036355;0.12022549;0.12597791;0;0;0.05924988;0.24390244;0.02525311;0.0242752;0;0;Soil
Soil-83;ChinaP801;33.73;92.1;8.2;Crampton-Flood et al., 2020;0.05108639;0.03873711;0;0.03559154;0.26795596;0.04858158;0.11883264;0;0;0.08854197;0.3506728;0;0;0;0;Soil
Soil-84;ChinaP751;36.32;100.89;8.6;Crampton-Flood et al., 2020;0.05937129;0.02046747;0.00428098;0;0.3327917;0.02312355;0.12686707;0;0;0.02687332;0.40622461;0;0;0;0;Soil
Soil-85;ChinaP782;36.86;101.02;8.3;Crampton-Flood et al., 2020;0.04501076;0.03131184;0.00693644;0.0326165;0.31529279;0.06153645;0.12372524;0;0;0.04435843;0.33921155;0;0;0;0;Soil
Soil-86;ChinaP784;37.14;99.57;8.5;Crampton-Flood et al., 2020;0.05638291;0.03631182;0.00548508;0.05255255;0.28038242;0.03140896;0.11874119;0;0;0.08319544;0.33553962;0;0;0;0;Soil
Soil-87;ChinaP810;31.07;91.69;7.1;Crampton-Flood et al., 2020;0.10303514;0.04752396;0;0.11980831;0.2971246;0.03953674;0.09664537;0;0;0.11102236;0.18530351;0;0;0;0;Soil
Soil-88;China41;43.71;112.92;8.1;Crampton-Flood et al., 2020;0.14452104;0.04102686;0;0;0.50392203;0.01873069;0.06798193;0;0;0.01083908;0.21297837;0;0;0;0;Soil
Soil-89;China50;45.43;119.72;6.8;Crampton-Flood et al., 2020;0.28172066;0.07259725;0.01048326;0.18907791;0.26953083;0.02624878;0.04550872;0;0;0.04903023;0.05580236;0;0;0;0;Soil
Soil-90;China51;46.38;120.48;6.5;Crampton-Flood et al., 2020;0.35524816;0.05013051;0.00596478;0.31472914;0.15642226;0.01997682;0.01375762;0;0;0.05606702;0.0277037;0;0;0;0;Soil
Soil-91;China55;48.49;117.16;7.3;Crampton-Flood et al., 2020;0.26575521;0.10407466;0.01159799;0.11982027;0.31760052;0.02573063;0.05837398;0;0;0.02983986;0.06720688;0;0;0;0;Soil
Soil-92;China61;49.88;119.99;6.7;Crampton-Flood et al., 2020;0.16113929;0.08934842;0.02106906;0.15216543;0.26336325;0.07803355;0.08817792;0;0;0.05676941;0.08993367;0;0;0;0;Soil
Soil-93;China65;44.48;123.48;10.1;Crampton-Flood et al., 2020;0.20744038;0.05536323;0.00751456;0.06360589;0.43960875;0.0203319;0.04107594;0.00270634;0.0033108;0.01204803;0.14699418;0;0;0;0;Soil
Soil-94;AES- 1;47.1;119.89;5.69;Xiao et al., 2015;0.41;0.05;0.01;0.3;0.12;0.02;0.01;0;0;0.06;0.02;0;0;0;0;Soil
Soil-95;QML- 1;34.16;95.9;7.02;Xiao et al., 2015;0.07;0.05;0;0.11;0.24;0.07;0.11;0;0;0.11;0.21;0.01;0.02;0;0;Soil
Soil-96;HY-1;37.02;100.8;7.41;Xiao et al., 2015;0.06;0.05;0.02;0.04;0.3;0.03;0.13;0;0;0.06;0.27;0.02;0.01;0;0;Soil
Soil-97;HYX-2;36.69;101.3;7.69;Xiao et al., 2015;0.07;0.03;0.01;0.04;0.32;0.04;0.1;0;0;0.06;0.29;0.01;0.01;0;0;Soil
Soil-98;WLHT-2;46.05;121.79;6.24;Xiao et al., 2015;0.44;0.06;0.01;0.17;0.21;0.01;0.02;0;0;0.02;0.05;0;0;0;0;Soil
Soil-99;ND-1;29.25;91.68;7.69;Xiao et al., 2015;0.18;0.05;0.01;0.03;0.44;0.03;0.06;0;0;0.02;0.18;0;0;0;0;Soil
Soil-100;ZD-1;33.77;95.66;7.3;Xiao et al., 2015;0.09;0.06;0.01;0.08;0.27;0.06;0.16;0;0.01;0.07;0.15;0.01;0.02;0;0;Soil
Soil-101;TR-1;35.55;102.03;7.67;Xiao et al., 2015;0.08;0.02;0;0.04;0.43;0.02;0.05;0;0;0.04;0.29;0;0.01;0;0;Soil
Soil-102;JB-1;37.74;108.91;7.73;Xiao et al., 2015;0.1;0.03;0;0.03;0.49;0.01;0.05;0;0;0.02;0.24;0.01;0.01;0;0;Soil
Soil-103;ZGEQ-2;39.87;111.18;7.65;Xiao et al., 2015;0.17;0.16;0.02;0.04;0.29;0.06;0.1;0.01;0.01;0.02;0.1;0.01;0.01;0;0;Soil
Soil-104;KDE-3;49.94;121.43;6.13;Xiao et al., 2015;0.29;0.07;0.02;0.18;0.24;0.04;0.05;0.01;0;0.05;0.05;0;0;0;0;Soil
Soil-105;MH-1;53.29;122.15;5.41;Xiao et al., 2015;0.34;0.01;0;0.41;0.09;0;0.01;0;0;0.12;0.01;0;0;0;0;Soil
Soil-106;NR-1;32.09;92.27;6.35;Xiao et al., 2015;0.14;0.08;0.01;0.14;0.25;0.04;0.09;0;0.01;0.09;0.12;0;0.01;0.01;0.01;Soil
Soil-107;FZ-2;40.45;113.19;7.3;Xiao et al., 2015;0.12;0.05;0.01;0.05;0.45;0.02;0.08;0;0;0.02;0.18;0;0.01;0;0;Soil
Soil-108;LKZ-3;29.6;90.39;6.1;Xiao et al., 2015;0.2;0.02;0;0.26;0.24;0.02;0.01;0;0;0.19;0.06;0;0;0;0;Soil
Soil-109;HQ-1;39.33;111.19;7.65;Xiao et al., 2015;0.17;0.04;0;0.03;0.47;0.01;0.06;0;0.01;0.02;0.18;0;0.01;0;0;Soil
Soil-110;YKS-3;49.33;120.97;6.57;Xiao et al., 2015;0.14;0.1;0.01;0.13;0.25;0.05;0.09;0;0;0.08;0.12;0;0.01;0;0;Soil
Soil-111;RYZ-2;29.33;88.98;7.56;Xiao et al., 2015;0.12;0.12;0.02;0.05;0.3;0.09;0.07;0.02;0;0.05;0.14;0.01;0.01;0;0;Soil
Soil-112;XJ-1;36.02;105.88;7.62;Xiao et al., 2015;0.07;0.02;0;0.04;0.42;0.02;0.06;0;0;0.05;0.29;0;0.01;0;0;Soil
Soil-113;YZ-2;35.78;104.05;7.17;Xiao et al., 2015;0.08;0.06;0;0.05;0.3;0.04;0.16;0;0;0.06;0.22;0.01;0.02;0;0;Soil
Soil-114;YZ-3;35.78;104.05;7.8;Xiao et al., 2015;0.08;0.06;0;0.07;0.28;0.05;0.16;0;0;0.08;0.2;0;0.02;0;0;Soil
Soil-115;ZL-3;29.29;91.15;7.65;Xiao et al., 2015;0.11;0.06;0.01;0.02;0.43;0.03;0.07;0;0.01;0.02;0.23;0;0.01;0;0;Soil
Soil-116;LX-1;43.44;120.08;7.65;Xiao et al., 2015;0.14;0.06;0.01;0.05;0.43;0.02;0.09;0;0.01;0.03;0.17;0;0.01;0;0;Soil
Soil-117;ZLT-2;44.61;120.97;7.52;Xiao et al., 2015;0.22;0.1;0.02;0.04;0.4;0.02;0.06;0;0;0.01;0.12;0;0.01;0;0;Soil
Soil-118;SHM-1;38.84;110.44;7.37;Xiao et al., 2015;0.15;0.03;0.01;0.04;0.46;0.01;0.07;0;0.01;0.01;0.19;0;0.01;0;0;Soil
Soil-119;TD-3;35.27;100.64;7.83;Xiao et al., 2015;0.06;0.02;0;0.03;0.37;0.03;0.1;0;0;0.03;0.31;0.01;0.01;0;0;Soil
Soil-120;HSH-3;38.04;109.24;7.73;Xiao et al., 2015;0.19;0.1;0.02;0.02;0.37;0.04;0.06;0.01;0.01;0.01;0.18;0;0;0;0;Soil
Soil-121;SNJ4–1;31.43;110.28;5.03;Yang et al., 2015;0.2540369;0.02156303;0.00119418;0.35262814;0.19309907;0.01455712;0.00911758;0.00081371;0.0001095;0.10777217;0.04510862;0;0;0;0;Soil
Soil-122;SNJ4–2;31.43;110.28;4.74;Yang et al., 2015;0.22146974;0.037777;0.0024446;0.20334393;0.30340853;0.02550929;0.02878366;0;0;0.10619597;0.07106728;0;0;0;0;Soil
Soil-123;SNJ5–1;31.43;110.28;5.81;Yang et al., 2015;0.44210699;0.03886083;0.0039079;0.3582757;0.05671378;0.01021158;0.00488545;0;0;0.07818504;0.00486301;0.00108426;0.00090547;0;0;Soil
Soil-124;SNJ5–2;31.45;110.28;5.46;Yang et al., 2015;0.38922775;0.03496888;0.0042901;0.38114134;0.0452843;0.01282302;0.00591576;0;0;0.1196833;0.00437388;0.00133848;0.0009532;0;0;Soil
Soil-125;SNJ5–3;31.43;110.28;5.7;Yang et al., 2015;0.35230692;0.04315859;0.00854695;0.33005493;0.10952913;0.01949956;0.00902231;0;0;0.1030783;0.02155086;0.00121795;0.0020345;0;0;Soil
Soil-126;SNJ5–4;31.45;110.28;5.47;Yang et al., 2015;0.34996285;0.03901239;0.00899928;0.31715819;0.12629711;0.01988929;0.00966813;0;0;0.10219179;0.02331372;0.00125818;0.00224908;0;0;Soil
Soil-127;SNJ6–1;31.43;110.3;7.5;Yang et al., 2015;0.31793853;0.03974282;0.00942786;0.31045672;0.1383659;0.02191891;0.01354819;0;0;0.11480204;0.02981001;0.00191665;0.00207236;0;0;Soil
Soil-128;SNJ6–2;31.47;110.3;5.66;Yang et al., 2015;0.36279616;0.04469345;0.00983735;0.35300559;0.08461209;0.01702675;0.0060743;0;0;0.10320433;0.01526353;0.00155434;0.00193211;0;0;Soil
Soil-129;SNJ6–4;31.43;110.3;6.4;Yang et al., 2015;0.22999194;0.07000408;0.01778543;0.16676384;0.20214941;0.03710585;0.08361738;0;0;0.05493158;0.1212581;0.0040797;0.01231269;0;0;Soil
Soil-130;SNJ7–2;31.48;110.32;6.59;Yang et al., 2015;0.24845435;0.09377265;0.03198016;0.20924399;0.19021211;0.05529774;0.04196738;0;0;0.07580999;0.04709223;0.00337119;0.00279823;0;0;Soil
Soil-131;SNJ7–4;31.43;110.32;6.76;Yang et al., 2015;0.26410326;0.09386427;0.03971211;0.23130513;0.16467676;0.04234701;0.03056068;0.01080441;0.00234455;0.07120534;0.04094756;0.00509742;0.00303151;0;0;Soil
Soil-132;SNJ1–1;31.53;109.98;4.12;Yang et al., 2015;0.27151142;0.09263859;0.02908313;0.20995079;0.18698991;0.05045685;0.04057473;0.00851082;0.00204941;0.06074148;0.03985101;0.00376653;0.00267102;0.0006867;0;Soil
Soil-133;SNJ8–4;31.43;110.35;7.98;Yang et al., 2015;0.26103878;0.11557357;0.05127869;0.18050984;0.18368132;0.07172958;0.04806354;0;0;0.05467125;0.03345342;0;0;0;0;Soil
Soil-134;SNJ2–1;31.47;109.98;5.13;Yang et al., 2015;0.55024115;0.07480385;0.01079907;0.24282047;0.06620617;0.01166537;0.00655186;0;0;0.02915567;0.00644514;0.00053733;0.00077393;0;0;Soil
Soil-135;SNJ9–1;31.43;110.37;6.06;Yang et al., 2015;0.1154477;0.09657556;0.01392523;0.04634864;0.25612371;0.04481285;0.18325732;0.00953205;0.00642498;0.03538622;0.14774904;0.01139852;0.02608831;0.00316477;0;Soil
Soil-136;SNJ10–2;31.47;110.38;7.06;Yang et al., 2015;0.49150001;0.03786262;0.0051882;0.31028725;0.07292465;0.00993518;0.00408591;0;0;0.05764174;0.00947708;0.00054175;0.0005556;0;0;Soil
Soil-137;SNJ10–3;31.43;110.38;6.84;Yang et al., 2015;0.44401115;0.12650924;0.02182186;0.16412841;0.14438126;0.02037321;0.03071937;0;0;0.02934063;0.01871487;0;0;0;0;Soil
Soil-138;SNJ11–1;31.38;110.47;5.03;Yang et al., 2015;0.15741922;0.10457784;0.01242888;0.06085626;0.27915252;0.03502014;0.15577885;0.00665593;0.01003395;0.0420151;0.11299597;0.00502217;0.01804317;0;0;Soil
Soil-139;SNJ11–4;31.43;110.47;6.63;Yang et al., 2015;0.24998043;0.11432342;0.01745951;0.12703923;0.19819977;0.04500571;0.10639841;0.00635319;0.00685467;0.0459688;0.05832807;0.00560243;0.01160126;0.00261679;0;Soil
Soil-140;SNJ11–3;31.38;110.47;6.83;Yang et al., 2015;0.69812954;0.03187239;0.00634722;0.18967249;0.04723398;0;0;0;0;0.02077993;0.00596446;0;0;0;0;Soil
Soil-141;SNJ12–2;31.43;110.55;8.01;Yang et al., 2015;0.34957562;0.15161134;0.05026352;0.13061438;0.16238238;0.04347298;0.05168498;0;0;0.03270194;0.02769286;0;0;0;0;Soil
Soil-142;SNJ12–3;31.33;110.55;6.44;Yang et al., 2015;0.27932396;0.1702239;0.04878759;0.12958698;0.16426935;0.04995696;0.07146917;0.00853997;0.00416156;0.03584737;0.02912513;0.00373442;0.00497365;0;0;Soil
Soil-143;SNJ12–5;31.43;110.55;7.23;Yang et al., 2015;0.18517754;0.08322176;0.01555579;0.03760409;0.33227474;0.01667351;0.16278906;0;0;0.01965249;0.14705103;0;0;0;0;Soil
Soil-144;SNJ13–2;31.33;110.63;6.86;Yang et al., 2015;0.50089225;0.11079362;0.03311461;0.15632862;0.11293518;0.01458507;0.03166107;0;0;0.02052596;0.01916362;0;0;0;0;Soil
Soil-145;SNJ13–4;31.43;110.63;5.91;Yang et al., 2015;0.30445369;0.16080823;0.0429901;0.08210966;0.18562464;0.0248122;0.09475329;0.0073568;0.00498659;0.02403606;0.05404261;0.00237147;0.00907122;0.00083652;0;Soil
Soil-146;SNJ7–3;31.48;110.32;5.56;Yang et al., 2015;0.43839772;0.18101619;0.05562001;0.09924062;0.11948095;0.02014916;0.04198136;0.0047363;0.00313549;0.01499277;0.01778324;0.00099392;0.00247228;0;0;Soil
Soil-147;NY-1;33.04;112.4;7.61;Yang et al., 2015;0.20022457;0.1559919;0.04963363;0.02829732;0.34025752;0.01259435;0.11174369;0.00364301;0.00900139;0.01487519;0.06972224;0;0.00401519;0;0;Soil
Soil-148;NY-10;33.04;112.4;7.64;Yang et al., 2015;0.22079027;0.16409612;0.02041366;0.04535492;0.34301995;0.01903328;0.0852507;0.00240091;0.00473475;0.02325611;0.06698564;0;0;0;0;Soil
Soil-149;NY-11;33.04;112.4;7.66;Yang et al., 2015;0.20513606;0.17006788;0.04261295;0.02726178;0.33364814;0.01572128;0.11572937;0;0;0.0165902;0.06306275;0;0;0;0;Soil
Soil-150;NY-12;33.04;112.4;6.29;Yang et al., 2015;0.70223717;0.02816756;0.00248043;0.11556322;0.11690871;0.00372822;0.00412748;0;0;0.01744948;0.00771383;0;0;0;0;Soil
Soil-151;NY-13;33.04;112.4;6.32;Yang et al., 2015;0.69618468;0.02602347;0.00225959;0.11200573;0.11985643;0.00344505;0.00482482;0;0;0.02450398;0.01089624;0;0;0;0;Soil
Soil-152;NY-15;33.04;112.4;6.55;Yang et al., 2015;0.64722641;0.04009422;0.00348225;0.16348;0.10021213;0.00613174;0.00933592;0;0;0.01896806;0.01106928;0;0;0;0;Soil
Soil-153;NY-16;33.04;112.4;6.37;Yang et al., 2015;0.67607039;0.04723991;0.00327601;0.1482529;0.08696802;0.00476492;0.00957175;0;0;0.01506158;0.00879453;0;0;0;0;Soil
Soil-154;NY-17;33.04;112.4;6.35;Yang et al., 2015;0.66240901;0.03821563;0.0020393;0.1456837;0.11133512;0.0036356;0.00808583;0;0;0.01856738;0.01002842;0;0;0;0;Soil
Soil-155;NY-18;33.04;112.4;6.03;Yang et al., 2015;0.70730244;0.03182108;0.0008542;0.1255164;0.10303587;0.00197421;0.00528507;0;0;0.01520449;0.00900625;0;0;0;0;Soil
Soil-156;NY-2;33.04;112.4;7.01;Yang et al., 2015;0.54458575;0.04308173;0.00168643;0.13221835;0.20852434;0.00923719;0.01586601;0;0;0.02173977;0.02306044;0;0;0;0;Soil
Soil-157;NY-20;33.04;112.4;5.86;Yang et al., 2015;0.64105652;0.02960388;0.00161907;0.14721531;0.13963257;0.00317436;0.00747833;0;0;0.01865922;0.01156073;0;0;0;0;Soil
Soil-158;NY-21;33.04;112.4;7.49;Yang et al., 2015;0.1863739;0.23368659;0.0536108;0.02293308;0.21531463;0.01821208;0.15090988;0.00596982;0.01214544;0.01744604;0.06339642;0.00415987;0.01415174;0.00168971;0;Soil
Soil-159;NY-22;33.04;112.4;7.64;Yang et al., 2015;0.18605849;0.2211184;0.05874225;0.0253517;0.23065919;0.01634944;0.14591692;0.00594899;0.0110526;0.02222652;0.06130641;0.00599291;0.00927619;0.00169777;0;Soil
Soil-160;NY-23;33.04;112.4;7.47;Yang et al., 2015;0.18418285;0.14404893;0.03553259;0.04689453;0.31482205;0.01841013;0.10501661;0.00273518;0.0103973;0.02702138;0.09485374;0.00392464;0.01054312;0.00161696;0;Soil
Soil-161;NY-24;33.04;112.4;7.69;Yang et al., 2015;0.18562293;0.16502953;0.02711244;0.03986933;0.33061137;0.02343561;0.13698052;0;0;0.02423999;0.06709828;0;0;0;0;Soil
Soil-162;NY-25;33.04;112.4;7.64;Yang et al., 2015;0.22565466;0.15420377;0.03219046;0.04044356;0.30270678;0.01857594;0.12911312;0.00411958;0.00725504;0.02026158;0.05834584;0;0;0;0;Soil
Soil-163;NY-3;33.04;112.4;7.23;Yang et al., 2015;0.46338549;0.05245128;0.00335958;0.1341367;0.24783178;0.00991736;0.02767558;0;0;0.02563764;0.03560459;0;0;0;0;Soil
Soil-164;NY-4;33.04;112.4;6.77;Yang et al., 2015;0.64984191;0.03284837;0.00143868;0.12848384;0.15228485;0.00332832;0.00587276;0;0;0.01350776;0.01239351;0;0;0;0;Soil
Soil-165;NY-5;33.04;112.4;6.28;Yang et al., 2015;0.69868822;0.02660039;0.00200986;0.11285301;0.12871812;0.00280776;0.00394697;0;0;0.0154712;0.00890447;0;0;0;0;Soil
Soil-166;NY-6;33.04;112.4;7.26;Yang et al., 2015;0.25833839;0.07414079;0.01026585;0.05465271;0.40468048;0.01000896;0.06852139;0;0;0.02449417;0.09489726;0;0;0;0;Soil
Soil-167;NY-7;33.04;112.4;7.42;Yang et al., 2015;0.27444225;0.126081;0.0194565;0.06618644;0.29182859;0.02241925;0.10098196;0;0;0.02368518;0.06856539;0;0;0;0;Soil
Soil-168;NY-8;33.04;112.4;6.61;Yang et al., 2015;0.54960572;0.1058946;0.01446677;0.07959407;0.16441121;0.01701926;0.02901943;0;0;0.01204043;0.02571005;0;0;0;0;Soil
Soil-169;NY-9;33.04;112.4;7.63;Yang et al., 2015;0.23227265;0.21829529;0.02571993;0.03498561;0.26830954;0.01228096;0.10855988;0.00205001;0.00438196;0.0138563;0.06964309;0;0;0;0;Soil
Soil-170;NY-26;33.04;112.4;7.7;Yang et al., 2015;0.19371892;0.10986774;0.02680737;0.03995191;0.40067803;0.01456265;0.10361024;0.00551007;0.00730857;0.01942873;0.07855577;0;0;0;0;Soil
Soil-171;NY-14;33.04;112.4;5.78;Yang et al., 2015;0.67078731;0.05105221;0.00162783;0.09930024;0.13243224;0.00339076;0.01758585;0;0;0.00983574;0.01398781;0;0;0;0;Soil
Soil-172;NY-19;33.04;112.4;5.27;Yang et al., 2015;0.74974044;0.01456712;0;0.13082636;0.07452107;0;0;0;0;0.02425845;0.00608656;0;0;0;0;Soil
Soil-173;KMS-1;25.38;102.92;6.3;Yang et al., 2015;0.59151997;0.01686122;0.00121713;0.21280174;0.14030823;0;0;0;0;0.02312699;0.01416473;0;0;0;0;Soil
Soil-174;KMS-3;25.38;102.92;7.2;Yang et al., 2015;0.48834197;0.07294042;0.00546286;0.1460378;0.21275812;0.00931244;0.01747284;0;0;0.02105354;0.02662001;0;0;0;0;Soil
Soil-175;KMS-4;25.38;102.92;6.62;Yang et al., 2015;0.49153288;0.07079718;0.00593691;0.14827506;0.19727937;0.00929293;0.02431652;0;0;0.0240946;0.02847454;0;0;0;0;Soil
Soil-176;KMS-5;25.38;102.92;7.57;Yang et al., 2015;0.18541562;0.07230131;0.01220558;0.08228794;0.30299018;0.02722836;0.11507552;0.00470644;0.00557405;0.02851778;0.14399716;0.00683821;0.01108879;0;0;Soil
Soil-177;KMS-6;25.38;102.92;7.67;Yang et al., 2015;0.17194418;0.10513339;0.01694863;0.06139258;0.26675304;0.02277911;0.17531868;0.00452903;0.01146206;0.02805611;0.1042042;0.00581345;0.02349737;0;0;Soil
Soil-178;KMS-8;25.38;102.92;6.74;Yang et al., 2015;0.65412466;0.05199255;0.00917182;0.1520746;0.09231834;0.00537864;0.0120161;0;0;0.01401182;0.00891146;0;0;0;0;Soil
Soil-179;KMS-9;25.38;102.92;6.62;Yang et al., 2015;0.67956456;0.02123991;0;0.16576188;0.10779724;0;0;0;0;0.01819823;0.00743817;0;0;0;0;Soil
Soil-180;KMS-10;25.38;102.92;5.44;Yang et al., 2015;0.76734214;0.04836138;0.01526387;0.10427729;0.06475533;0;0;0;0;0;0;0;0;0;0;Soil
Soil-181;KMS-11;25.38;102.92;6.57;Yang et al., 2015;0.70628127;0.00843672;0;0.18491619;0.07033139;0;0;0;0;0.02295242;0.00708201;0;0;0;0;Soil
Soil-182;KMS-12;25.38;102.92;6.6;Yang et al., 2015;0.70519253;0.01761265;0.00367073;0.12063141;0.12464136;0;0;0;0;0.01169062;0.0165607;0;0;0;0;Soil
Soil-183;KMS-13;25.38;102.92;6.94;Yang et al., 2015;0.64871012;0.0336117;0.00220059;0.13916104;0.14615827;0;0;0;0;0.01308724;0.01707104;0;0;0;0;Soil
Soil-184;KMS-14;25.38;102.92;7.08;Yang et al., 2015;0.47936301;0.09145318;0.01130075;0.14762633;0.17383415;0.01006179;0.0281588;0;0;0.0185461;0.03965589;0;0;0;0;Soil
Soil-185;KMS-15;25.38;102.92;6.9;Yang et al., 2015;0.64158447;0.029864;0.00446706;0.17237919;0.11044393;0;0;0;0;0.01853955;0.0227218;0;0;0;0;Soil
