Unique ID;Author's Sample Name;Latitude;Longitude;pH;Referenced Data;Ia;Ib;Ic;IIa_5me;IIa_6me;IIb_5me;IIb_6me;IIc_5me;IIc_6me;IIIa_5me;IIIa_6me;IIIb_5me;IIIb_6me;IIIc_5me;IIIc_6me;Sample type
Peat-3;Zarishat;40.987567;43.671817;;This study;0.21980945;0.06242962;0.01118918;0.34174215;0.1058991;0.04156718;0.00747863;0.00845808;0.00120608;0.13552312;0.02704914;0.0023838;0.00153185;0.00084796;0;Peat
Peat-4;Kalavan;40.654233;45.146217;;This Study;0.24738056;0.01853599;0.0053908;0.4191725;0.03542252;0.01680789;0.00372571;0.00575144;0;0.19953105;0.01705872;0;0;0.00394496;0;Peat
Peat-5;Geghakar;40.094636;45.677964;;This study;0.26239806;0.02687568;0.00214828;0.38236619;0.08281285;0.02100606;0.00288454;0.00349456;0.00097061;0.1599844;0.0296506;0.0016448;0.00121929;0;0.00028165;Peat
Peat-6;Zoyashen;40.635308;44.262956;;This study;0.22024704;0.03318487;0.00357148;0.3959104;0.08059615;0.0235241;0.00629182;0.00446187;0.00242978;0.1271082;0.06138092;0.00182024;0.00137724;0;0.00077468;Peat
Peat-7;Nigavan Wetland Shore Top 1;40.635961;44.305186;;This study;0.26663622;0.03502158;0.00689997;0.42012485;0.04454753;0.0263381;0.00585252;0.01547625;0;0.10077613;0.0261616;0.00390322;0.00357377;0.00241207;0;Peat
Peat-8;Nigavan Wetland Shore Top 2;40.635961;44.303611;;This study;0.20739401;0.04164333;0.00948163;0.39723555;0.06195931;0.02696228;0.00621568;0.0184737;0;0.1084675;0.04476907;0.00412309;0.00516602;0.00169449;0;Peat
Peat-9;Nigavan Wetland Deep;40.636733;44.305186;;This study;0.26265172;0.02667292;0.00508453;0.37164627;0.10195081;0.02218573;0.01220528;0.00436937;0.00020767;0.12734272;0.05345956;0.00103979;0.00109325;0.00031542;0;Peat
Peat-10;Shenkani Wetland;40.632275;44.2815;;This study;0.2012671;0.03660377;0.00760016;0.36536993;0.08885563;0.02993495;0.01295316;0.00609125;0;0.15077846;0.04578005;0.00267497;0.00242911;0.00072266;0;Peat
Peat-11;Tsaka Wetland;40.625028;44.236719;;This study;0.15088051;0.05708196;0.00822249;0.35046627;0.10565304;0.03063798;0.02501111;0.00231292;0.0008377;0.12536772;0.06237955;0.00196328;0.00388102;0;0.00318678;Peat
Peat-12;Vanevan;40.201281;45.680519;;Robles et al. 2022;0.15623706;0.12126553;0.01825789;0.32077689;0.07330835;0.04646272;0.02576541;0.00418331;0.00304714;0.12567996;0.0573386;0.00268359;0.00445497;0.00054027;0.00109514;Peat
Peat-13;Grassland, peaty;44.98325;4.17251667;;"Martin et al., 2019; Martin et al. 2020";0.233;0.065;0.018;0.355;0.091;0.03;0.014;0.007;0.001;0.139;0.027;0.002;0.002;0.001;0;Peat
Peat-14;Grassland, peaty;44.9830833;4.174;;"Martin et al., 2019; Martin et al. 2020";0.326;0.04;0.007;0.398;0.046;0.015;0.005;0.004;0;0.135;0.01;0.001;0.002;0.001;0;Peat
Peat-15;Peat bog;44.9802333;4.1652;;"Martin et al., 2019; Martin et al. 2020";0.21;0.079;0.037;0.295;0.082;0.04;0.015;0.01;0.002;0.158;0.042;0.002;0.002;0.001;0;Peat
Peat-16;SSP-1;48.1;88.35;4.89;Rao et al., 2021;0.4316;0.0187;0.006;0.4088;0.0417;0.01;0.0034;0.0041;0;0.0692;0.0059;0.0003;0;0.0002;0.0001;Peat
Peat-17;SSP-2;48.1;88.35;4.88;Rao et al., 2021;0.36;0.0184;0.0063;0.4487;0.046;0.0126;0.0039;0.0046;0;0.0898;0.0087;0.0005;0.0002;0.0002;0;Peat
Peat-18;SSP-3;48.1;88.35;5.92;Rao et al., 2021;0.3226;0.0229;0.0062;0.4498;0.0638;0.0134;0.004;0.0039;0;0.1006;0.0121;0.0005;0;0.0001;0;Peat
Peat-19;SSP-4;48.1;88.35;5.79;Rao et al., 2021;0.3516;0.0169;0.005;0.4537;0.0592;0.0107;0.0037;0.0036;0;0.0865;0.0083;0.0005;0.0003;0.0002;0;Peat
Peat-20;SSP-5;48.1;88.35;4.39;Rao et al., 2021;0.3433;0.0145;0.0052;0.4502;0.0503;0.0121;0.0038;0.0048;0;0.1067;0.0085;0.0004;0;0.0002;0;Peat
Peat-21;SSP-6;48.1;88.35;5.28;Rao et al., 2021;0.3484;0.0115;0.0042;0.4611;0.0434;0.0087;0.003;0.0036;0;0.1098;0.0063;0;0;0.0002;0;Peat
Peat-22;SSP-7;48.1;88.35;5.19;Rao et al., 2021;0.2615;0.0512;0.0105;0.3411;0.1274;0.0302;0.0228;0.0077;0.0009;0.1031;0.0393;0.0015;0.0019;0.0004;0.0004;Peat
Peat-23;SSP-8;48.1;88.35;5.43;Rao et al., 2021;0.3317;0.0212;0.0045;0.4195;0.0743;0.0121;0.0064;0.0041;0;0.1104;0.0147;0.0005;0.0003;0.0002;0;Peat
Peat-24;SSP-9;48.1;88.35;5.59;Rao et al., 2021;0.3528;0.0154;0.006;0.4769;0.0476;0.0097;0.0039;0.004;0;0.0766;0.0065;0.0004;0;0.0001;0;Peat
Peat-25;SSP-10;48.1;88.35;5.6;Rao et al., 2021;0.3426;0.0173;0.0048;0.4521;0.0465;0.0129;0.005;0.0051;0.0002;0.1037;0.0084;0.0009;0.0004;0.0002;0.0001;Peat
Peat-26;SSP-11;48.1;88.35;4.11;Rao et al., 2021;0.3772;0.0227;0.0091;0.422;0.0562;0.0137;0.0052;0.0064;0;0.0777;0.0092;0.0005;0;0.0002;0;Peat
Peat-27;SSP-12;48.1;88.35;;Rao et al., 2021;0.2363;0.0042;0.0008;0.4613;0.0512;0.0038;0.0019;0.0013;0;0.2253;0.0139;0;0;0.0001;0.0001;Peat
Peat-28;SSP-13;48.1;88.35;;Rao et al., 2021;0.2749;0.0177;0.0042;0.4511;0.0501;0.0115;0.0058;0.0039;0;0.1683;0.0115;0.0008;0;0.0003;0;Peat
Peat-29;SSP-14;48.1;88.35;;Rao et al., 2021;0.2782;0.01;0.0026;0.4754;0.0147;0.006;0.0019;0.0017;0;0.1951;0.0127;0.0017;0;0;0;Peat
Peat-30;SSP-15;48.1;88.35;;Rao et al., 2021;0.3763;0.0166;0.0051;0.4746;0.0098;0.0094;0.0014;0.0031;0;0.0991;0.0039;0.0007;0;0.0001;0;Peat
Peat-31;SSP-16;48.1;88.35;;Rao et al., 2021;0.2972;0.018;0.0045;0.4352;0.0565;0.0117;0.0048;0.0042;0;0.1567;0.0104;0.0006;0;0.0002;0;Peat
Peat-32;SSP-17;48.1;88.35;;Rao et al., 2021;0.3443;0.0139;0.0054;0.4519;0.0344;0.0096;0.0019;0.003;0;0.1292;0.0056;0.0006;0;0.0002;0;Peat
Peat-33;HY-1;32.766667;102.51667;6.26;Rao et al., 2021;0.3127;0.0491;0.0049;0.3284;0.1515;0.0184;0.0176;0.002;0.0011;0.086;0.0263;0.0006;0.001;0;0.0002;Peat
Peat-34;HY-2;32.766667;102.51667;6.41;Rao et al., 2021;0.2727;0.0654;0.0096;0.3541;0.1375;0.0256;0.0173;0.004;0.0007;0.0855;0.0253;0.0008;0.001;0.0002;0.0002;Peat
Peat-35;HY-3;32.766667;102.51667;5.66;Rao et al., 2021;0.3023;0.0603;0.0092;0.379;0.107;0.0226;0.01;0.0045;0;0.0871;0.0173;0.0006;0;0.0002;0;Peat
Peat-36;HY-4;32.766667;102.51667;5.21;Rao et al., 2021;0.3151;0.0273;0.0047;0.4335;0.0847;0.0139;0.0055;0.003;0.0009;0.0969;0.0139;0.0003;0.0001;0.0001;0;Peat
Peat-37;HY-5;32.766667;102.51667;5.63;Rao et al., 2021;0.3278;0.0504;0.0099;0.3958;0.0901;0.0201;0.007;0.0049;0;0.081;0.0122;0.0004;0;0.0003;0;Peat
Peat-38;HY-6;32.766667;102.51667;5.25;Rao et al., 2021;0.3471;0.0369;0.0068;0.4057;0.0866;0.0167;0.0071;0.004;0.0003;0.0776;0.0106;0.0005;0;0.0002;0;Peat
Peat-39;HY-7;32.766667;102.51667;;Rao et al., 2021;0.2103;0.056;0.0078;0.3787;0.1304;0.0313;0.0186;0.0032;0.0008;0.1253;0.0344;0.0015;0.0014;0.0002;0.0002;Peat
Peat-40;HY-8;32.766667;102.51667;;Rao et al., 2021;0.2009;0.048;0.0085;0.3574;0.1335;0.0307;0.0237;0.0041;0.0011;0.147;0.0404;0.0018;0.002;0.0004;0.0006;Peat
Peat-41;HY-9;32.766667;102.51667;;Rao et al., 2021;0.1709;0.0563;0.0087;0.3499;0.1399;0.0337;0.0185;0.0042;0.0081;0.1703;0.0362;0.0019;0.0012;0.0003;0;Peat
Peat-42;HY-10;32.766667;102.51667;;Rao et al., 2021;0.2023;0.0544;0.0084;0.3665;0.1282;0.0276;0.0153;0.0037;0.0007;0.1497;0.0401;0.0015;0.0011;0.0002;0.0002;Peat
Peat-43;HY-11;32.766667;102.51667;;Rao et al., 2021;0.1943;0.0564;0.0089;0.359;0.1289;0.0317;0.0198;0.0039;0.0008;0.1519;0.0406;0.0018;0.0014;0.0003;0.0003;Peat
Peat-44;SWGT-1;25.083333;110.35;5.09;Rao et al., 2021;0.7694;0.0297;0.0116;0.1727;0;0.0045;0;0.0015;0;0.0098;0.0008;0;0;0;0;Peat
Peat-45;SWGT-2;25.083333;110.35;4.87;Rao et al., 2021;0.7111;0.0218;0.0111;0.2205;0;0.0067;0;0.0043;0;0.0219;0.0007;0.0005;0.0004;0.001;0;Peat
Peat-46;SWGT-3;25.083333;110.35;;Rao et al., 2021;0.5047;0.0357;0.0073;0.3122;0.0484;0.0114;0.0047;0.004;0;0.0637;0.0069;0.0005;0;0.0005;0;Peat
Peat-47;SWGT-4;25.083333;110.35;;Rao et al., 2021;0.53;0.0495;0.0098;0.3357;0;0.0131;0;0.0057;0;0.0536;0.0019;0.0005;0;0.0003;0;Peat
Peat-48;SWGT-5;25.083333;110.35;;Rao et al., 2021;0.5122;0.0425;0.0136;0.3427;0;0.011;0;0.0043;0;0.071;0.0022;0.0004;0;0.0002;0;Peat
Peat-49;SWGT-6;25.083333;110.35;;Rao et al., 2021;0.4859;0.0398;0.0057;0.3656;0.0005;0.0125;0;0.0037;0;0.0829;0.0034;0;0;0;0;Peat
Peat-50;SWGT-7;25.083333;110.35;;Rao et al., 2021;0.4443;0.0442;0.0064;0.3776;0;0.0131;0.0056;0.0046;0;0.098;0.005;0.0008;0;0.0005;0;Peat
Peat-51;SWGT-8;25.083333;110.35;;Rao et al., 2021;0.4433;0.0316;0.0067;0.3526;0.0473;0.0096;0.0046;0.0044;0;0.0911;0.0077;0.0007;0;0.0004;0;Peat
Peat-52;SWGT-9;25.083333;110.35;;Rao et al., 2021;0.5474;0.0468;0.0121;0.3066;0.0229;0.0096;0.0022;0.0035;0;0.047;0.0015;0.0003;0;0.0001;0;Peat
Peat-53;SWGT-10;25.083333;110.35;;Rao et al., 2021;0.4774;0.0287;0.0055;0.3105;0.0318;0.0088;0.0035;0.0032;0;0.085;0.0447;0.0006;0;0.0004;0;Peat
Peat-54;SWGT-11;25.083333;110.35;;Rao et al., 2021;0.5207;0.0518;0.0105;0.3103;0.0281;0.0094;0.0039;0.0026;0;0.0591;0.0033;0.0004;0;0;0;Peat
Peat-55;SWGT-12;25.083333;110.35;;Rao et al., 2021;0.6176;0.0233;0.0141;0.2422;0;0.0078;0.0476;0.0054;0;0.0405;0.0009;0.0003;0;0.0002;0;Peat
Peat-56;SWGT-13;25.083333;110.35;;Rao et al., 2021;0.4608;0.0273;0.0044;0.3744;0;0.01;0.0035;0.0031;0;0.109;0.0066;0.0006;0;0.0002;0;Peat
Peat-57;SWGT-14;25.083333;110.35;;Rao et al., 2021;0.5947;0.0414;0.0113;0.297;0;0.0094;0;0.0038;0;0.0402;0.0016;0.0003;0;0.0002;0;Peat
Peat-58;SWGT-15;25.083333;110.35;;Rao et al., 2021;0.4448;0.0284;0.0065;0.3461;0.0517;0.0109;0.004;0.0038;0;0.0918;0.0105;0.0007;0;0.0007;0;Peat
Peat-59;SWGT-16;25.083333;110.35;;Rao et al., 2021;0.516;0.0472;0.0146;0.3404;0;0.0154;0;0.0088;0;0.0546;0.0021;0.0005;0;0.0004;0;Peat
Peat-60;SWGT-17;25.083333;110.35;;Rao et al., 2021;0.5601;0.0477;0.0151;0.314;0;0.0102;0;0.0064;0;0.0445;0.0013;0.0004;0;0.0005;0;Peat
Peat-61;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.57576595;0.01701893;0.00447869;0.34537722;0;0.00571142;0;0.0025929;0;0.0490549;0;0;0;0;0;Peat
Peat-62;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.55599995;0.02563917;0.0038118;0.35083433;0;0.00553851;0;0.00286071;0;0.05531552;0;0;0;0;0;Peat
Peat-63;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.56764513;0.02302775;0.00763807;0.34270747;0;0.00530546;0;0.00301376;0;0.05066236;0;0;0;0;0;Peat
Peat-64;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.5689851;0.03915974;0.00392823;0.33204562;0;0.00492826;0;0.00270739;0;0.04824567;0;0;0;0;0;Peat
Peat-65;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.53099543;0.01380461;0.00464541;0.37844244;0;0.00590891;0;0.00342448;0;0.06277871;0;0;0;0;0;Peat
Peat-66;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.52003187;0.01742991;0.00453471;0.38953916;0;0.0060636;0;0.00342843;0;0.05897231;0;0;0;0;0;Peat
Peat-67;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.61981333;0.01050146;0.00371532;0.32026344;0;0.00365207;0;0.00233077;0;0.03972361;0;0;0;0;0;Peat
Peat-68;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.59768249;0.01428941;0.00357172;0.33341964;0;0.00478394;0;0.00265783;0;0.04329452;0;0.00013082;0.00016963;0;0;Peat
Peat-69;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.57400761;0;0;0.390741;0;0;0;0;0;0.03525139;0;0;0;0;0;Peat
Peat-70;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.54965604;0.02151191;0.0030407;0.36127299;0;0.0019302;0;0.00189268;0;0.05699623;0.00369925;0;0;0;0;Peat
Peat-71;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.50354668;0.02003627;0.00612393;0.40253818;0;0.0030297;0;0.00448739;0;0.04750783;0.00647705;0.00625298;0;0;0;Peat
Peat-72;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.49827274;0.01967002;0.00369333;0.41449595;0;0.00401304;0;0.00263144;0;0.05613157;0;0.00025242;0.00024701;0.00029624;0.00029624;Peat
Peat-73;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.45388925;0.0180304;0.00361851;0.42461689;0;0.00438719;0;0.00463623;0;0.06000507;0;0.00712399;0.00697116;0.00836065;0.00836065;Peat
Peat-74;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.5432896;0.01736457;0.00285471;0.39477703;0;0.00403796;0;0.00255939;0;0.0342973;0;0.00012551;0.00021363;0.00024015;0.00024015;Peat
Peat-75;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.59419805;0.0270703;0.01184296;0.32657476;0;0.00380901;0;0.00413058;0;0.03237434;0;0;0;0;0;Peat
Peat-76;Fransne, Jura Mountains;46.8;6.2;3.5;Naafs et al., 2017;0.61470942;0.02887403;0.00247268;0.31330399;0;0.00234066;0;0.00160437;0;0.03669486;0;0;0;0;0;Peat
Peat-77;La Guette, Sologne;47.3;2.3;4;Naafs et al., 2017;0.35790627;0.03748347;0.00527167;0.41508209;0;0.01189221;0.00769317;0.00245571;0;0.13028637;0;0.02069128;0.00161318;0.00481229;0.00481229;Peat
Peat-78;La Guette, Sologne;47.3;2.3;4;Naafs et al., 2017;0.45298109;0.05293546;0.00715784;0.34625621;0;0.01367115;0;0.00448726;0;0.11386667;0;0.00176404;0.00620942;0.00033543;0.00033543;Peat
Peat-79;La Guette, Sologne;47.3;2.3;4;Naafs et al., 2017;0.56767032;0.01139518;0.00608185;0.33580257;0;0.00801136;0;0.00472557;0;0.06517417;0;0.00032276;0.00027364;0.00027129;0.00027129;Peat
Peat-80;La Guette, Sologne;47.3;2.3;4;Naafs et al., 2017;0.522047;0.02457827;0.01626517;0.33373982;0;0.01470741;0;0.00797872;0;0.07864828;0;0.00078151;0.00045126;0.00040127;0.00040127;Peat
Peat-81;Hochrajen;46.6;8;4.6;Naafs et al., 2017;0.48163466;0.00351084;0.00348102;0.4307191;0;0.00365281;0;0.00201208;0;0.07498949;0;0;0;0;0;Peat
Peat-82;Hochrajen;46.6;8;4.6;Naafs et al., 2017;0.57287374;0.01782779;0.01782779;0.34144725;0;0.00397799;0;0.00217569;0;0.04354869;0;7.74E-05;8.89E-05;7.74E-05;7.74E-05;Peat
Peat-83;Praz Rodet;46.6;46.6;4.3;Naafs et al., 2017;0.64476524;0.019515;0.00477399;0.3000806;0;0.0022035;0;0.00106356;0;0.02759812;0;0;0;0;0;Peat
Peat-84;Praz Rodet;46.6;46.6;4.3;Naafs et al., 2017;0.63393263;0.02118115;0.00609689;0.29749892;0;0.00423392;0;0.00356886;0;0.03348762;0;0;0;0;0;Peat
Peat-85;Sortel;46.7;7.4;4.8;Naafs et al., 2017;0.57891767;0.00934712;0.00699731;0.34856059;0;0.00316901;0;0.00186752;0;0.05114079;0;0;0;0;0;Peat
Peat-86;Sortel;46.7;7.4;4.8;Naafs et al., 2017;0.45101197;0.02465535;0.00464037;0.38914612;0;0.0068274;0;0.00390976;0;0.11698384;0;0.00046634;0.00192206;0.0002184;0.0002184;Peat
Peat-87;Lörmoos;47;7.4;4.3;Naafs et al., 2017;0.58808908;0.01303486;0.00244805;0.37048051;0;0.00132659;0;0.00015114;0;0.02446977;0;0;0;0;0;Peat
Peat-88;Lörmoos;47;7.4;4.3;Naafs et al., 2017;0.56779766;0.00676438;0.00342167;0.38168804;0;0.00326665;0;0.00123341;0;0.03538762;0;0.0001127;0.00016496;8.14E-05;8.14E-05;Peat
Peat-89;Kyambangunguru;-9.3;34.7;5.4;Naafs et al., 2017;0.76525536;0.02293372;0.00709609;0.13089769;0.0470007;0.00370326;0.00228968;0.00084409;0.00021161;0.01183053;0.00711181;0.00048944;0.00033603;0;0;Peat
Peat-90;Kyambangunguru;-9.3;34.7;5.4;Naafs et al., 2017;0.73382455;0.02366569;0.00615453;0.14703291;0.05844118;0.00317374;0.00356192;0.00064037;0.00010528;0.01388619;0.00842742;0.00050024;0.00058599;0;0;Peat
Peat-91;Kyambangunguru;-9.3;34.7;5.4;Naafs et al., 2017;0.67665903;0.03399021;0.00603809;0.13743439;0.10042024;0.0033467;0.01096713;0.00067905;0.00036126;0.01559238;0.01383835;0.00048917;0.00018399;0;0;Peat
Peat-92;Kyambangunguru;-9.3;34.7;5.4;Naafs et al., 2017;0.7900151;0.03652902;0.00875686;0.10797085;0.03696118;0.00294039;0.00198383;0.00097668;0;0.00796867;0.005105;0.00032078;0.00047164;0;0;Peat
Peat-93;Kojle Lake;54.3;22.9;;Naafs et al., 2017;0.64905603;0.01786993;0.01624529;0.27780347;0;0.01270463;0;0.00533866;0;0.020982;0;0;0;0;0;Peat
Peat-94;Kojle Lake;54.3;22.9;;Naafs et al., 2017;0.57255389;0.02996524;0.01324963;0.3362329;0;0.011668;0;0.00598012;0;0.02978394;0;0.00027591;0.00029037;0;0;Peat
Peat-95;Teici Bog;56.6;26.5;;Naafs et al., 2017;0.64725279;0.0163852;0.00731318;0.30336553;0;0.0021783;0;0.0022363;0;0.02126869;0;0;0;0;0;Peat
Peat-96;Teici Bog;56.6;26.5;;Naafs et al., 2017;0.57989079;0.00634229;0.00826359;0.37116743;0;0.00346094;0;0.0032788;0;0.02759616;0;0;0;0;0;Peat
Peat-97;Poiana Siol;47.6;24;;Naafs et al., 2017;0.53881553;0.01409587;0.00528558;0.37896918;0;0.00872597;0;0.00478632;0;0.04932154;0;0;0;0;0;Peat
Peat-98;Poiana Siol;47.6;24;;Naafs et al., 2017;0.5872577;0.01082747;0.00660809;0.33661064;0;0.00797286;0;0.00481839;0;0.04590484;0;0;0;0;0;Peat
Peat-99;Tibetean Plateau;32.8;102.5;5.5;Naafs et al., 2017;0.34365029;0.03860938;0.0076345;0.46455915;0;0.01685766;0.00317594;0.00359317;0;0.1063696;0.01467551;0.00036742;0.00050739;0;0;Peat
Peat-100;Tibetean Plateau;32.8;102.5;5.5;Naafs et al., 2017;0.26949672;0.04435431;0.00601737;0.44795176;0.06086798;0.02192697;0.0077141;0.00201422;0;0.11937362;0.01860386;0.00070042;0.00069238;0.00014314;0.00014314;Peat
Peat-101;Tibetean Plateau;32.8;102.5;5.5;Naafs et al., 2017;0.29809084;0.02468375;0.00252789;0.46051273;0.06134267;0.01100735;0.00558607;0.00106276;0;0.11330649;0.02039239;0.00054869;0.00065449;0.00014195;0.00014195;Peat
Peat-102;Tibetean Plateau;32.8;102.5;5.5;Naafs et al., 2017;0.31742488;0.07844358;0.0245055;0.35813437;0.08430267;0.02392711;0.01108007;0.00675319;0.00100528;0.07599012;0.01529782;0.00103876;0.00109631;0.00050017;0.00050017;Peat
Peat-103;Tibetean Plateau;32.8;102.5;5.5;Naafs et al., 2017;0.2865051;0.02785209;0.00413839;0.50822816;0;0.01490081;0.00252432;0.00259432;0;0.1335719;0.01883065;0.00037256;0.00048172;0;0;Peat
Peat-104;Tibetean Plateau;32.8;102.5;5.5;Naafs et al., 2017;0.31236342;0.02165741;0.00332993;0.4986011;0;0.01091613;0.00213431;0.0020824;0;0.13278736;0.01540844;0.00033964;0.00037987;0;0;Peat
Peat-105;Tibetean Plateau;32.8;102.5;5.5;Naafs et al., 2017;0.31441308;0.01902938;0.00395874;0.51853563;0;0.01023772;0;0.00258706;0;0.1197217;0.01088218;0.00030334;0.00033116;0;0;Peat
Peat-106;Tibetean Plateau;32.8;102.5;5.5;Naafs et al., 2017;0.24937548;0.03241047;0.00387336;0.44173856;0.05966275;0.01627601;0.00645758;0.00175373;0;0.16007378;0.02718874;0.00069811;0.00049142;0;0;Peat
Peat-107;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.59326187;0.06340979;0.00511737;0.29913766;0;0.00388056;0;0.00178841;0;0.03183659;0;0.00156775;0;0;0;Peat
Peat-108;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.57194106;0.01567985;0.00099014;0.36333871;0;0.0029764;0;0.00181543;0;0.0432584;0;0;0;0;0;Peat
Peat-109;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.48816817;0.02390926;0.0022832;0.41895275;0;0.00261484;0;0.00104739;0;0.06302439;0;0;0;0;0;Peat
Peat-110;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.45255995;0.00787175;0.00190694;0.4648647;0;0.00523261;0;0.0018733;0;0.04545527;0.02023548;0;0;0;0;Peat
Peat-111;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.35256347;0.00359447;0.00314844;0.53547738;0;0.00833342;0;0.00229533;0;0.0945875;0;0;0;0;0;Peat
Peat-112;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.38593799;0.00625255;0.00222085;0.50132621;0;0.0068533;0;0.00311888;0;0.0627479;0.03105071;0.00023522;0.00025637;0;0;Peat
Peat-113;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.36693364;0.00489699;0.0019199;0.27650321;0.24926525;0.00563206;0;0.00240094;0;0.092448;0;0;0;0;0;Peat
Peat-114;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.28329093;0.00431924;0.00259823;0.53571586;0;0.00781205;0;0.00258336;0;0.16368032;0;0;0;0;0;Peat
Peat-115;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.28299214;0.00372403;0.00263831;0.52440708;0;0.0066832;0;0.00194148;0;0.17761377;0;0;0;0;0;Peat
Peat-116;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.28903631;0.00331183;0.00366047;0.54913143;0;0.00662495;0;0.0026824;0;0.14555262;0;0;0;0;0;Peat
Peat-117;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.38830891;0.00576325;0.00230954;0.4301983;0;0.00837853;0;0.0041952;0;0.11352383;0.04732245;0;0;0;0;Peat
Peat-118;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.27589579;0.00733018;0.00380131;0.51859141;0;0.00798582;0;0.0026473;0;0.18374819;0;0;0;0;0;Peat
Peat-119;Andorra;-54.7;-68.3;5.4;Naafs et al., 2017;0.30907616;0.00474108;0.00236821;0.51982708;0;0.00754172;0;0.0037141;0;0.15273166;0;0;0;0;0;Peat
Peat-120;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.5402047;0.03570133;0.02037379;0.3381894;0;0.01503403;0;0.00817731;0;0.0379092;0.00441025;0;0;0;0;Peat
Peat-121;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.51358106;0.03976004;0.01995808;0.35468679;0;0.01681747;0;0.00848236;0;0.04215377;0.00456043;0;0;0;0;Peat
Peat-122;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.51682699;0.03731948;0.02613695;0.3518505;0;0.01854939;0;0.00984315;0;0.03947354;0;0;0;0;0;Peat
Peat-123;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.51410297;0.04117354;0.02195355;0.35743625;0;0.01776337;0;0.00787906;0;0.03969125;0;0;0;0;0;Peat
Peat-124;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.52491659;0.03961148;0.02136717;0.36007482;0;0.01284644;0;0.003734;0;0.03744951;0;0;0;0;0;Peat
Peat-125;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.54654001;0.03893537;0.02057631;0.33296281;0;0.01601594;0;0.00818526;0;0.03678431;0;0;0;0;0;Peat
Peat-126;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.52835193;0.03346437;0.01377657;0.35063364;0;0.01265177;0;0.00590107;0;0.05522066;0;0;0;0;0;Peat
Peat-127;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.53951978;0.03747215;0.01232124;0.33915676;0;0.0117148;0;0.00766997;0;0.0521453;0;0;0;0;0;Peat
Peat-128;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.52413029;0.04718934;0.00756659;0.33648532;0;0.011514;0;0.00774213;0;0.06537233;0;0;0;0;0;Peat
Peat-129;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.60053494;0.01130769;0.0051549;0.32260506;0;0.00842714;0;0.00401728;0;0.03929458;0.0068966;0.0003506;0.00079182;0.0003097;0.0003097;Peat
Peat-130;Ballyduff Bog;53.1;-8;4;Naafs et al., 2017;0.5506106;0.01574009;0.00919902;0.35092647;0;0.01081751;0;0.00479408;0;0.04736619;0.0085184;0;0.00154947;0.00023909;0.00023909;Peat
Peat-131;Bissendorfer Moor;52.5;9.7;4;Naafs et al., 2017;0.49940418;0.03933058;0.02035547;0.39248391;0;0.01369175;0;0.0026927;0;0.02924995;0.00279146;0;0;0;0;Peat
Peat-132;Bissendorfer Moor;52.5;9.7;4;Naafs et al., 2017;0.49673127;0.03919433;0.02086448;0.39437367;0;0.01492788;0;0.00572519;0;0.02818318;0;0;0;0;0;Peat
